"","Name","Pos2","Age","Year","FG","Bhind_Arc","In_Arc","FreeT","OfReb","DefReb","Assist","Steal","Block","TOV","Fouls","pred_Bhind_Arc","pred_In_Arc","pred_FreeT","pred_OfReb","pred_DefReb","pred_Assist","pred_Steal","pred_Block","pred_TOV","pred_Fouls"
"499","D.J. Wilson","PF",22,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2582758942204,27.3459949009001,13.0934879793791,5.65181872293821,30.2041765058989,14.5643357577727,6.54477700682411,2.96747574288092,9.48998888160786,12.5732867383624
"500","D.J. Wilson","PF",21,2018,9,2,7,1,2,8,3,3,1,4,7,2.00000000000284,7.00000000000128,1.00000000000628,1.99999999999549,8.00000000001003,3.00000000000688,3.00000000000294,1.00000000000123,4.00000000000414,7.00000000000415
"501","D.J. Wilson","PF",20,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.4305797518482,-18.2331482814735,-13.9226383622398,-2.8803770900798,-18.2176434877715,-11.323114950258,-1.68509629891982,-1.53569144221076,-3.00308143141577,-0.237922226392413
"502","D.J. Wilson","PF",19,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.0334633613325,-48.3534499435255,-31.6744271073593,-8.98931254728776,-48.4487539574452,-28.405009093022,-7.5105118899444,-4.63959858375513,-11.5192554126516,-9.14047994082756
"503","D.J. Wilson","PF",18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.8086508284501,-83.3609049861539,-52.2553662353522,-16.3268063716282,-82.6933314090111,-48.2456824282851,-14.4762467730708,-8.31172142463184,-21.5485219437035,-19.7076731433013
"504","D.J. Wilson","PF",17,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.756142153201,-123.255513409359,-75.6654557462185,-24.8928585631013,-120.951375842469,-70.8451349560468,-22.5823009482988,-12.552059964841,-33.0908810245714,-31.9395018338133
"505","D'Angelo Russell","PG",22,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.412956931949,269.208194309234,155.95917646925,44.941715268724,241.759642320979,299.473710438871,80.6099797364474,20.0259057515371,185.9974344963,135.032754127438
"506","D'Angelo Russell","PG",21,2018,278,90,188,97,30,159,249,36,17,147,93,130.154681037732,248.862199408335,143.865688489878,41.2898965457813,219.55546581509,287.909374681105,77.0652027296262,18.0584300086575,180.507445614696,129.45946738908
"507","D'Angelo Russell","PG",20,2017,351,135,216,147,31,190,303,87,16,176,130,118.724101285881,223.62905112686,128.943050127631,36.409519455706,193.337822327309,273.58625973084,72.3801064307035,15.5227385664455,173.504364183276,122.221545162683
"508","D'Angelo Russell","PG",19,2016,392,130,262,140,47,227,266,93,13,196,142,106.121217676396,193.508749464808,111.191261382512,30.3005839984981,163.106711857635,256.504365588076,66.5546908396789,12.4188314249011,164.98819020204,113.318987448248
"509","D'Angelo Russell","PG",18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.3460302092786,158.50129442218,90.6103222545191,22.9630901741576,128.862134406069,236.663692252813,59.5889559565525,8.74670858402438,154.958923670988,102.751794245775
"510","D'Angelo Russell","PG",17,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3985388845277,118.606685998975,67.2002327436527,14.3970379826846,90.6040899726115,214.064239725052,51.4829017813245,4.50637004381527,143.41656459012,90.5199655552626
"511","Dakari Johnson","C",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08597203658682,37.4588415203237,20.2643375965055,18.4232603558059,36.1907095240066,16.8055565652738,8.4044577147222,9.39926004354877,6.97689633179127,30.9086512503233
"512","Dakari Johnson","C",22,2018,22,0,22,11,16,18,8,6,8,3,27,2.53663756666356e-12,22.0000000000017,11.0000000000065,15.9999999999956,18.0000000000094,8.00000000000665,6.00000000000274,8.00000000000146,3.00000000000338,27.0000000000037
"513","Dakari Johnson","C",21,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2582758942151,1.65400509910285,-1.09348797936636,12.3481812770529,-4.20417650587944,-3.56433575775912,2.45522299318158,6.03252425712177,-2.48998888160034,21.4267132616455
"514","Dakari Johnson","C",20,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.6888556460661,-23.5791431823719,-16.0161263416124,7.46780418697762,-30.421819993661,-17.887450708024,-2.22987330574118,3.49683281490977,-9.49307031302024,14.188791035249
"515","Dakari Johnson","C",19,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.2917392555504,-53.699444844424,-33.7679150867319,1.35886872976966,-60.6529304633346,-34.969344850788,-8.05528889676576,0.392925673365404,-18.0092442942561,5.28623332081381
"516","Dakari Johnson","C",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.0669267226681,-88.7068998870524,-54.3488542147248,-5.97862509457076,-94.8975079149005,-54.8100181860511,-15.0210237798922,-3.27919716751131,-28.038510825308,-5.28095988165992
"517","Damian Jones","C",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2151099836958,35.131838970773,18.3110815861917,11.2491697172773,40.7927977769507,15.5877244441565,5.1768462181325,5.88299791498858,11.7218907725935,21.1952946195025
"518","Damian Jones","C",22,2018,11,0,11,3,5,9,2,1,3,4,14,5.12913794711152,19.672997450451,9.04674398969276,8.825909361467,22.6020882529535,6.78216787888934,2.77238850341305,4.48373787144126,7.74499444080557,17.2866433691828
"519","Damian Jones","C",21,2017,8,0,8,3,9,14,0,1,4,6,15,-5.12913794710609,-0.672997450447866,-3.04674398968011,5.17409063852428,0.397911747064668,-4.78216787887644,-0.772388503408116,2.51626212856158,2.25500555920185,11.7133566308246
"520","Damian Jones","C",20,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.5597176989571,-25.9061457319226,-17.9693823519262,0.293713548448991,-25.8197317407168,-19.1052828291413,-5.45748480233087,-0.01942931365042,-4.74807587221805,4.47543440442807
"521","Damian Jones","C",19,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.1626013084414,-56.0264473939747,-35.7211710970457,-5.81522190875897,-56.0508422103905,-36.1871769719053,-11.2829003933555,-3.12333645519479,-13.2642498534539,-4.42712331000708
"522","Damian Jones","C",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.9377887755591,-91.0339024366031,-56.3021102250386,-13.1527157330994,-90.2954196619564,-56.0278503071684,-18.2486352764819,-6.7954592960715,-23.2935163845058,-14.9943165124808
"523","Damian Lillard","PG",28,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.162573675788,384.417837374626,418.672358577896,41.1556390289683,295.223991771184,475.470098578316,68.8698609310413,21.547407437987,207.28667094739,152.414963382539
"524","Damian Lillard","PG",27,2018,621,227,394,493,62,263,481,77,27,206,117,227.93812092737,393.394762757187,423.553772895764,44.8751705088209,297.100617156648,480.458437975544,72.1669996768305,22.9892258911015,210.875237364682,156.829489572411
"525","Damian Lillard","PG",26,2017,661,214,447,488,46,322,440,68,20,197,152,223.541364321319,397.484534759172,425.606036830758,47.3661436215409,294.96377556022,482.687998180273,74.323819130518,23.8628286448837,212.950711232158,159.579380274246
"526","Damian Lillard","PG",25,2016,618,229,389,414,45,257,512,65,28,242,165,217.972303857635,396.68715338058,424.829150382879,48.6285583671283,288.8134669819,482.158779192503,75.3403192921039,24.1682156993334,213.513092549819,160.664635488041
"527","Damian Lillard","PG",24,2015,590,196,394,344,49,329,507,97,21,222,164,211.230939536317,391.002618621411,421.223113552127,48.6624147455832,278.649691421687,478.870781012235,75.2165001615879,23.9053870544508,212.562381317663,160.085255213799
"528","Damian Lillard","PG",23,2014,553,218,335,371,35,253,457,64,22,193,197,203.317271357366,380.430930481666,414.787926338501,47.4677127569056,264.472448879583,472.824003639467,73.9523617389702,23.0743427102358,210.098577535691,157.841239451517
"529","Damien Wilkins","SF",39,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.6708896855503,-53.7356125688952,-33.0020685294771,-12.2336735183116,-35.0247621862797,-26.3349105147204,-13.8406509589094,-6.69219114577065,-15.2325844652692,-15.7255165582975
"530","Damien Wilkins","SF",38,2018,13,4,9,3,5,11,9,2,1,5,7,3.99999999999882,9.00000000000961,2.99999999999913,4.99999999999889,10.9999999999985,8.99999999999722,1.9999999999992,0.999999999999613,4.99999999999907,6.99999999999831
"531","Damien Wilkins","SF",37,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4985858279146,66.8484591883376,36.1729181466012,21.0051151511771,53.0112952043849,41.5761313222151,16.7003316668055,8.12397544643768,23.7194919154513,28.0608810702557
"532","Damien Wilkins","SF",36,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8248677981971,119.809764996088,66.5166859103297,35.7816719352227,91.0091234268787,71.3934834519341,30.2603440415104,14.6797351935434,40.9258912810874,47.4571266524744
"533","Damien Wilkins","SF",35,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9788459108465,167.883917423263,94.0313032911854,49.3296703521358,124.993484667481,98.4520563891542,42.6800371241136,20.6672792413168,56.6191980969074,65.1887367466551
"534","Damien Wilkins","SF",34,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9605201658621,211.070916469861,118.716770289168,61.6491104019161,154.964378926191,122.751850133875,53.9594109146151,26.0866075897577,70.7994123629119,81.2557113527968
"535","Damion Lee","SG",26,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5690604636861,47.7973813785958,22.7768864478841,9.73758525440843,66.1503085783279,29.5292189877753,17.9834998384163,0.694612945551292,13.4376186823426,23.9147447862072
"536","Damion Lee","SG",25,2018,62,15,47,22,11,60,29,19,1,14,25,15.0000000000018,47.0000000000037,22.0000000000052,10.9999999999957,60.0000000000078,29.0000000000052,19.0000000000022,1.00000000000097,14.0000000000029,25.0000000000029
"537","Damion Lee","SG",24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25863567868421,41.3154652408349,18.3939631692528,11.0338563784507,49.836224439795,25.7120018197365,18.8761808694861,0.737171355118456,13.0492887678469,24.4206197257601
"538","Damion Lee","SG",23,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344967499733364,30.7437771010901,11.9587759556268,9.83915438977311,35.6589818976904,19.6652244469683,17.6120424468685,-0.0938729890965462,10.5854849858751,22.1766039634789
"539","Damion Lee","SG",22,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.74100453685092,15.2849355807681,2.69443835912777,7.41589403396284,17.4682723736933,10.8596678817012,15.207584732149,-1.49313303264386,6.60858865408723,18.2679527131593
"540","Damion Lee","SG",21,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.9992804310685,-5.06105932013079,-9.39904962024509,3.76407531102012,-4.7359041321956,-0.704667876064605,11.6628077253279,-3.46060877552355,1.11859977248351,12.6946659748011
"541","Damyean Dotson","SG",24,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9136681789532,60.5716881397483,22.4351872136314,10.1947019886733,89.1772425421129,37.0467773727747,13.2641384226203,2.83104434421601,19.4638037819752,36.2440157622846
"542","Damyean Dotson","SG",23,2018,72,22,50,16,9,75,31,12,2,17,34,22.0000000000023,50.0000000000035,16.0000000000054,8.99999999999575,75.0000000000084,31.0000000000064,12.0000000000026,2.00000000000101,17.0000000000033,34.0000000000034
"543","Damyean Dotson","SG",22,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9140279634181,34.5411584796815,6.73566240350641,6.57673964418548,56.8092904760112,22.1944434347393,9.59554228528318,0.60073995645369,13.0231036682155,30.0913487496838
"544","Damyean Dotson","SG",21,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65575206920045,14.1951635787826,-5.35782557586646,2.92492092124276,34.6051139701223,10.6301076769735,6.05076527846202,-1.36673578642599,7.53311478661173,24.5180620113256
"545","Damyean Dotson","SG",20,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.7748276826506,-11.0379847026922,-20.2804639381125,-1.95545616883253,8.3874704823408,-3.69300727329136,1.36566897953926,-3.90242722863799,0.530033355191833,17.280139784929
"546","Damyean Dotson","SG",19,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.3777112921348,-41.1582863647442,-38.032252683232,-8.06439162604049,-21.8436399873329,-20.7749014160553,-4.45974661148532,-7.00633437018236,-7.98614062604402,8.37758207049384
"547","Daniel Hamilton","SG",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0859720365869,18.4588415203247,9.2643375965055,2.42326035580568,23.1907095240054,16.8055565652739,3.40445771472211,1.39926004354865,5.97689633179161,5.90865125032377
"548","Daniel Hamilton","SG",22,2018,5,2,3,0,0,5,8,1,0,2,2,2.00000000000258,3.00000000000261,6.50857145956252e-12,-4.59010607301025e-12,5.00000000000822,8.00000000000682,1.00000000000266,1.33226762955019e-12,2.00000000000372,2.00000000000415
"549","Daniel Hamilton","SG",21,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.25827589421502,-17.3459949008962,-12.0934879793664,-3.65181872294731,-17.2041765058807,-3.56433575775895,-2.54477700681851,-1.96747574287835,-3.4899888816,-3.57328673835406
"550","Daniel Hamilton","SG",20,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.6888556460661,-42.579143182371,-27.0161263416124,-8.5321958130226,-43.4218199936622,-17.8874507080238,-7.22987330574126,-4.50316718509035,-10.4930703130199,-10.8112089647506
"551","Daniel Hamilton","SG",19,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.2917392555503,-72.6994448444231,-44.7679150867319,-14.6411312702306,-73.6529304633359,-34.9693448507878,-13.0552888967658,-7.60707432663472,-19.0092442942558,-19.7137666791858
"552","Daniel Hamilton","SG",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.066926722668,-107.706899887051,-65.3488542147248,-21.978625094571,-107.897507914902,-54.8100181860509,-20.0210237798922,-11.2791971675114,-29.0385108253077,-30.2809598816595
"553","Daniel Theis","C",26,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5690604636856,108.797381378595,61.7768864478839,88.7375852544085,190.150308578327,56.5292189877761,28.9834998384164,47.6946129455514,55.4376186823427,155.914744786207
"554","Daniel Theis","C",25,2018,126,18,108,61,90,184,56,30,48,56,157,18.0000000000013,108.000000000003,61.000000000005,89.9999999999958,184.000000000007,56.0000000000061,30.0000000000023,48.0000000000011,56.000000000003,157.000000000003
"555","Daniel Theis","C",24,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2586356786836,102.315465240834,57.3939631692526,90.0338563784507,173.836224439794,52.7120018197374,29.8761808694862,47.7371713551186,55.049288767847,156.42061972576
"556","Daniel Theis","C",23,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3449674997328,91.7437771010896,50.9587759556266,88.8391543897732,159.65898189769,46.6652244469691,28.6120424468686,46.9061270109036,52.5854849858752,154.176603963479
"557","Daniel Theis","C",22,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.74100453685148,76.2849355807676,41.6944383591276,86.4158940339629,141.468272373693,37.859667881702,26.2075847321491,45.5068669673562,48.6085886540873,150.267952713159
"558","Daniel Theis","C",21,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.9992804310691,55.9389406798687,29.6009503797547,82.7640753110202,119.264095867804,26.2953321239362,22.662807725328,43.5393912244766,43.1185997724836,144.694665974801
"559","Danilo Gallinari","SF",30,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1303722269619,114.339803092159,224.723588248151,20.3797753825332,183.774769081614,79.1322035256862,24.1563549052743,10.9749146188838,47.7458525822316,60.8020958052243
"560","Danilo Gallinari","SF",29,2018,102,36,66,81,9,92,41,12,10,26,30,93.250527193811,133.091035235874,235.263303331766,26.5564235966508,193.678328430863,89.6381013079125,29.7341322352672,13.553164470663,54.3606040991558,68.5458929711738
"561","Danilo Gallinari","SF",28,2017,335,126,209,349,39,286,135,40,15,82,93,91.1983783030269,146.955113999012,242.973868032507,31.5045134436359,199.568420798219,97.3852198976396,34.1715902731582,15.5631986231098,59.4622630662641,74.6250546490851
"562","Danilo Gallinari","SF",27,2016,287,87,200,375,52,229,135,42,19,77,87,87.9739255546093,155.932039381574,247.855282350375,35.2240449234885,201.445046183684,102.373559294868,37.4687290189474,17.0050170762243,63.0508294835562,79.0395808389576
"563","Danilo Gallinari","SF",26,2015,228,107,121,171,31,187,83,47,20,57,94,83.5771689485584,160.021811383558,249.907546285369,37.7150180362086,199.308204587255,104.603119499597,39.6255484726349,17.8786198300065,65.1263033510324,81.7894715407917
"564","Danilo Gallinari","SF",25,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.008108484874,159.224430004966,249.13065983749,38.9774327817959,193.157896008935,104.073900511827,40.6420486342208,18.1840068844562,65.6886846686927,82.8747267545875
"565","Danny Green","SG",31,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.411838957087,42.833456949437,25.6100051320334,22.4986137247757,204.102788934152,98.6410858458246,60.0069873021251,62.6334661439956,60.4688379990455,109.033243990191
"566","Danny Green","SG",30,2018,217,116,101,50,41,208,110,63,80,74,122,138.70429778157,66.4718424737281,38.9788705985214,29.9038203060259,218.019815265292,111.905762820549,66.7250839242194,65.7799316951071,68.5966820657857,118.44167664418
"567","Danny Green","SG",29,2017,176,118,58,27,31,193,124,70,57,76,120,137.824452748419,85.2230746174429,49.5185856821361,36.0804685201436,227.923374614541,122.411660602776,72.3028612542122,68.3581815468863,75.2114335827099,126.185473810129
"568","Danny Green","SG",28,2016,211,116,95,34,48,255,141,79,64,75,141,135.772303857635,99.0871533805809,57.2291503828776,41.0285583671287,233.813466981897,130.158779192503,76.7403192921033,70.3682156993331,80.3130925498182,132.26463548804
"569","Danny Green","SG",27,2015,322,191,131,111,54,289,158,101,87,93,163,132.547851109217,108.064078763142,62.1105647007453,44.7480898469813,235.690092367362,135.147118589731,80.0374580378925,71.8100341524476,83.9016589671103,136.679161677913
"570","Danny Green","SG",26,2014,218,132,86,50,25,204,104,65,61,76,107,128.151094503166,112.153850765127,64.1628286357398,47.2390629597014,233.553250770934,137.37667879446,82.19427749158,72.6836369062298,85.9771328345864,139.429052379747
"571","Dante Cunningham","SF",31,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8118389570873,94.6334569494376,5.41000513203353,57.2986137247758,179.102788934151,30.2410858458248,30.0069873021252,30.0334661439956,17.4688379990454,104.633243990192
"572","Dante Cunningham","SF",30,2018,164,58,106,31,78,220,48,39,30,33,111,41.1042977815696,118.271842473729,18.7788705985215,64.703820306026,193.019815265292,43.5057628205496,36.7250839242195,33.1799316951071,25.5966820657856,114.04167664418
"573","Dante Cunningham","SF",29,2017,174,71,103,16,56,221,37,39,28,28,100,40.2244527484187,137.023074617444,29.3185856821362,70.8804685201437,202.923374614541,54.0116606027759,42.3028612542124,35.7581815468863,32.2114335827098,121.785473810129
"574","Dante Cunningham","SF",28,2016,186,55,131,57,57,179,77,42,33,41,173,38.1723038576346,150.887153380582,37.0291503828777,75.8285583671288,208.813466981897,61.758779192503,46.7403192921034,37.7682156993331,37.3130925498181,127.864635488041
